Attribute Name,Attribute Type,Value Range,Min Value,Max Value,Mean Value,Mode Value,Median Value,Outliers
Unnamed: 0,int64,"(0, 10840)",0.0,10840.0,5434.072454392547,0,5430.0,[]
App,object,,,,,ROBLOX,,
Category,object,,,,,FAMILY,,
Rating,float64,"(1.0, 5.0)",1.0,5.0,4.173851727260965,4.4,4.3,"[3.2, 3.2, 3.1, 3.2, 3.2, 2.6, 3.1, 3.0, 1.9, 2.5, 2.5, 2.8, 3.0, 2.5, 1.9, 2.8, 2.7, 3.0, 1.0, 3.0, 1.9, 2.7, 2.8, 2.9, 3.0, 3.2, 3.1, 3.2, 3.0, 3.2, 3.1, 3.0, 3.2, 2.6, 3.0, 2.7, 3.0, 2.8, 3.0, 2.3, 3.1, 2.9, 3.1, 3.0, 2.6, 2.5, 2.7, 3.0, 3.1, 2.8, 3.1, 2.9, 3.1, 3.0, 3.1, 3.1, 3.1, 3.2, 3.1, 3.1, 2.9, 2.2, 1.7, 2.0, 3.1, 1.0, 1.8, 3.0, 3.1, 2.9, 2.9, 3.0, 3.1, 2.8, 2.7, 2.3, 3.2, 3.1, 3.2, 2.4, 3.0, 2.7, 2.9, 2.6, 2.2, 3.1, 3.1, 1.8, 3.2, 3.0, 3.0, 3.1, 3.2, 3.0, 3.1, 3.0, 2.4, 2.9, 2.4, 2.5, 3.2, 1.9, 2.5, 3.2, 2.7, 2.9, 2.2, 2.8, 1.8, 1.6, 1.9, 3.2, 2.5, 2.6, 2.8, 3.1, 1.7, 2.4, 3.0, 3.0, 2.2, 1.9, 2.0, 2.8, 2.0, 2.3, 3.0, 1.0, 2.6, 3.0, 3.1, 3.2, 3.0, 2.6, 2.8, 2.8, 2.8, 3.0, 2.9, 2.9, 2.9, 2.9, 3.0, 2.7, 3.2, 2.9, 3.0, 2.8, 2.6, 2.4, 3.2, 3.1, 2.8, 2.7, 2.3, 2.7, 3.0, 1.7, 3.1, 2.9, 3.1, 3.0, 3.2, 3.2, 2.1, 2.1, 2.4, 3.1, 1.9, 2.5, 2.6, 3.0, 1.0, 2.3, 1.4, 3.0, 2.2, 2.6, 2.4, 2.9, 2.6, 2.7, 1.7, 2.3, 2.2, 2.4, 2.9, 3.0, 2.6, 2.4, 2.3, 1.0, 2.8, 2.2, 3.2, 3.0, 3.2, 3.2, 1.0, 3.2, 3.0, 3.1, 3.2, 3.0, 2.6, 1.8, 3.2, 2.1, 1.8, 2.0, 2.3, 3.0, 1.6, 3.0, 1.9, 2.4, 2.8, 3.1, 2.5, 2.8, 2.7, 2.8, 1.8, 2.9, 2.2, 3.1, 3.0, 3.1, 2.9, 2.8, 3.0, 2.0, 1.7, 2.9, 2.3, 3.0, 2.7, 3.1, 2.8, 3.1, 2.2, 3.2, 2.4, 3.2, 3.1, 3.0, 2.7, 3.1, 1.5, 1.0, 3.0, 3.2, 2.8, 2.0, 1.5, 2.2, 2.6, 3.0, 1.0, 2.9, 3.0, 2.4, 1.9, 2.8, 1.0, 3.2, 2.8, 3.2, 2.7, 2.6, 2.7, 2.6, 2.8, 1.9, 3.2, 1.6, 2.9, 2.9, 1.4, 2.7, 2.3, 2.3, 3.1, 1.0, 3.2, 3.1, 2.3, 2.6, 2.6, 2.0, 2.0, 1.0, 2.6, 3.2, 2.3, 3.2, 1.7, 2.2, 3.0, 3.0, 3.2, 3.2, 3.1, 3.1, 3.0, 3.2, 2.2, 2.8, 3.1, 3.2, 2.9, 3.1, 2.7, 1.9, 2.4, 3.0, 1.4, 3.1, 2.1, 3.2, 3.0, 3.0, 2.8, 3.0, 2.6, 3.0, 2.5, 2.9, 2.8, 2.7, 3.2, 2.3, 3.1, 3.2, 2.8, 2.9, 2.8, 2.8, 2.5, 3.1, 3.2, 3.2, 2.4, 2.8, 2.9, 2.2, 2.5, 3.0, 3.1, 2.3, 2.8, 3.1, 3.2, 1.0, 2.6, 3.2, 1.8, 3.0, 1.6, 1.7, 1.0, 2.4, 3.1, 3.1, 2.1, 2.0, 2.4, 2.8, 2.8, 3.2, 3.1, 2.4, 2.9, 2.3, 2.9, 3.0, 2.9, 3.2, 2.5, 2.0, 3.1, 3.0, 2.5, 1.7, 2.5, 3.0, 2.8, 3.2, 3.1, 3.1, 2.3, 2.9, 3.0, 2.9, 2.9, 2.4, 3.1, 3.0, 3.0, 2.4, 3.0, 2.9, 3.2, 3.2, 2.6, 3.0, 3.1, 2.6, 2.3, 3.1, 3.1, 3.2, 1.8, 3.0, 3.0, 1.9, 2.7, 3.1, 3.0, 3.0, 2.3, 2.8, 2.8, 3.2, 3.0, 3.0, 2.7, 2.3, 2.9, 2.9, 2.8, 2.5, 2.7, 1.2, 3.1, 2.8, 3.1, 2.9, 2.8, 2.1, 3.1, 2.5, 3.0, 3.2, 2.2, 2.8, 2.9, 3.1, 2.8, 1.0, 3.0, 3.0, 2.6, 1.0, 2.1, 2.5, 2.9, 2.1, 2.9, 3.0, 3.2, 1.5, 2.0, 3.2, 1.0, 3.2, 3.2, 2.9, 3.2, 2.9, 2.5, 3.0, 2.7, 2.9]"
Reviews,int64,"(1, 44893888)",1.0,44893888.0,294672.55065338337,2,2328.0,"[215644, 194216, 224399, 174531, 116986, 271920, 197136, 116507, 363934, 341157, 1002861, 148945, 188841, 207372, 380837, 286897, 103755, 108741, 286897, 103755, 1002859, 238970, 125257, 158679, 4187998, 659395, 4785892, 192948, 615381, 3648120, 136662, 17712922, 4785988, 122498, 132014, 2876500, 335646, 349384, 2264916, 3648480, 17714850, 1133501, 190613, 125232, 104990, 177703, 177263, 237468, 483565, 552441, 205739, 4188142, 183374, 122595, 124346, 4785988, 191032, 285726, 172460, 212626, 222888, 97684, 285726, 222888, 212626, 243950, 182986, 182986, 97699, 181893, 314299, 133136, 266948, 342918, 172640, 254519, 181893, 99020, 99020, 181893, 99020, 172505, 266935, 142632, 172508, 314300, 206527, 200058, 148550, 172508, 266948, 206532, 148549, 206532, 172508, 256079, 296771, 103078, 1828284, 702975, 235496, 653008, 411683, 501498, 613059, 1633682, 653008, 501497, 155234, 123279, 288150, 501498, 296829, 123279, 288150, 736864, 197774, 296771, 123279, 653008, 288150, 115033, 197774, 123279, 160164, 256664, 278082, 112656, 957973, 130582, 167168, 111632, 250706, 659741, 510392, 381788, 199684, 1336246, 111254, 161440, 659760, 100997, 341090, 250719, 510401, 1374549, 145323, 611136, 109784, 155944, 455377, 131569, 155944, 321134, 333208, 292969, 428156, 272337, 220125, 400592, 117925, 548021, 144040, 270267, 115721, 183662, 205299, 183669, 130104, 251534, 106547, 109756, 115721, 570242, 121838, 270294, 144050, 183669, 251534, 126017, 270294, 205299, 417907, 162243, 162243, 417907, 126862, 130272, 140995, 161143, 116079, 815893, 726074, 4447388, 27722264, 22426677, 254258, 148897, 369203, 23133508, 8118609, 10485308, 1497361, 2610526, 4066989, 3778921, 6198563, 44891723, 685981, 14198297, 1732263, 295241, 1135631, 5566669, 1295557, 270687, 1300490, 8923587, 257724, 990491, 7614130, 760628, 9881829, 2123381, 27723193, 4447346, 10485334, 14198602, 44891723, 22428456, 4066980, 3197865, 5418675, 9881908, 148895, 183846, 230710, 295305, 6198880, 5465624, 23134775, 1137271, 2610622, 990586, 8118937, 655067, 7614271, 1385093, 2698348, 1125017, 9882639, 5566805, 5387639, 1295606, 461137, 946926, 4448791, 1498648, 27724094, 22428456, 360630, 1137267, 14200344, 6074334, 8118937, 10424925, 230727, 422244, 98123, 118253, 141529, 2251012, 946926, 6427773, 148177, 3715656, 101686, 174755, 4578476, 145353, 1499373, 531458, 3714270, 195558, 230727, 216675, 2311785, 165888, 541144, 189773, 337752, 240416, 358817, 214777, 100609, 1343866, 168717, 549720, 120592, 187972, 337913, 4449882, 22429716, 3883589, 14200550, 2719142, 3716278, 931595, 165928, 2468063, 309176, 807338, 446434, 214819, 522466, 584126, 212524, 2045554, 745684, 416540, 3057481, 224514, 22430188, 4449910, 14201891, 27725352, 6199095, 148945, 23136735, 44893888, 7614415, 4067651, 295576, 10486018, 8119151, 1295625, 230849, 9883367, 3198176, 10055521, 5419676, 990723, 1138239, 9883806, 197540, 5566889, 2698882, 8923818, 1125438, 655145, 5476569, 27725352, 1500999, 4230886, 8119154, 2698889, 990663, 2119218, 1327265, 184210, 1242855, 401425, 10979062, 515657, 955656, 337913, 725897, 549039, 292164, 520962, 1381820, 525517, 194969, 327599, 3816799, 5476569, 105620, 147791, 347883, 354373, 753043, 3073251, 2151039, 306764, 22430188, 4067651, 1500622, 14201604, 280098, 148990, 154264, 1125438, 5387781, 8923847, 1327269, 1295625, 990796, 171448, 2610680, 1300619, 2123793, 6074627, 5566908, 125647, 2119235, 214878, 811040, 1125566, 5419676, 260651, 4638163, 7614407, 234110, 4449910, 369378, 108795, 1014822, 269194, 328619, 530854, 235906, 4450855, 530904, 106750, 673203, 175625, 379415, 525552, 141363, 472584, 1329192, 148295, 392596, 514088, 1014846, 112080, 525552, 623398, 472584, 1574197, 169609, 288523, 4450890, 133117, 108795, 528745, 169609, 392596, 1574204, 123322, 623398, 361970, 159619, 354384, 129603, 102858, 156410, 100082, 271445, 225103, 1259075, 231325, 479908, 540930, 382120, 412725, 1259849, 1157004, 138026, 309872, 479909, 1259894, 1157003, 161610, 1259894, 852455, 900064, 382121, 1259894, 852455, 900064, 624557, 141613, 6210998, 608753, 973270, 909226, 857923, 106798, 662287, 367290, 162655, 171584, 244141, 142512, 109124, 135043, 108592, 308234, 178497, 213735, 6211039, 315908, 284725, 101883, 284721, 213735, 6211039, 186116, 315908, 909204, 279428, 181798, 142512, 110425, 6212081, 181823, 98716, 109500, 142634, 259450, 3158047, 285788, 233039, 1159058, 116880, 847159, 251951, 98716, 240475, 3157936, 329160, 811693, 4865093, 106080, 129272, 111066, 847159, 251951, 98716, 130081, 462152, 140917, 351254, 157506, 116880, 240475, 635846, 215343, 4865107, 852649, 1494491, 819774, 351255, 477831, 126337, 240475, 1490732, 1163232, 114680, 3158151, 7594559, 167652, 811714, 1075277, 4865132, 197295, 307453, 98717, 542561, 3158151, 462702, 133825, 911995, 342909, 107724, 101455, 152867, 135763, 176448, 180938, 232423, 176448, 133825, 288809, 288809, 176450, 133833, 133833, 288809, 342912, 666521, 133833, 108318, 288809, 136626, 216388, 481545, 192641, 751551, 98585, 136633, 251037, 481546, 150932, 165299, 620534, 136626, 216388, 481546, 134895, 136626, 216388, 481546, 481546, 149723, 120373, 12759663, 7790693, 315585, 127223, 163997, 118439, 876866, 207706, 166367, 192661, 1335799, 148506, 152692, 576454, 1116393, 154578, 273283, 801054, 1107320, 335115, 134203, 428581, 225544, 474439, 745245, 172990, 102923, 6702776, 1141545, 142393, 114851, 202474, 298321, 5783441, 649568, 3277209, 273994, 97890, 294701, 112977, 118459, 112479, 733838, 157495, 484981, 290241, 251616, 624924, 1188154, 3252896, 5383985, 1861310, 577059, 209696, 1498393, 176873, 155999, 205191, 5383971, 609182, 549900, 1508137, 122424, 226295, 155999, 102594, 1861309, 159455, 133338, 100994, 189313, 121916, 193381, 259605, 98819, 351168, 921868, 714665, 159622, 169965, 293080, 355921, 190888, 185058, 877635, 175110, 357944, 413999, 877635, 131028, 185884, 247992, 293080, 479594, 233305, 293080, 256680, 877643, 131028, 104800, 1421884, 286454, 162049, 301413, 162335, 886418, 213340, 1805398, 10483141, 3815614, 5565856, 263454, 27711703, 1221896, 152658, 353342, 672089, 10421284, 9876369, 8389714, 685450, 867920, 798522, 413609, 1013465, 1117212, 908525, 305765, 98324, 133195, 1295293, 145088, 111741, 515240, 137198, 5637451, 512996, 2349421, 944661, 14184910, 799206, 3039889, 4487182, 17712922, 6071542, 10053186, 815280, 44881447, 23125280, 1397944, 22419455, 8921451, 1971777, 305347, 408292, 1736105, 5091448, 2588730, 4229977, 8116142, 640974, 3058687, 4972230, 1591129, 1860844, 1013867, 762706, 1076243, 4064868, 9873470, 4147718, 1168959, 4000433, 338449, 187892, 5378795, 1506783, 736824, 951413, 3249518, 148536, 210534, 6200739, 894435, 3213548, 659395, 759838, 3697174, 4830407, 1128805, 857215, 989344, 1485806, 99290, 6181640, 103064, 1633565, 1752017, 178723, 4785892, 1372013, 403911, 249308, 3777822, 250257, 132015, 896118, 421000, 989158, 307398, 4637439, 547644, 705805, 2122705, 1329008, 1017408, 712737, 2694969, 972256, 357049, 576210, 2308916, 1111915, 155276, 1185148, 222308, 556659, 953894, 758780, 167229, 234606, 156862, 166033, 133180, 148826, 180697, 428268, 7590099, 3062845, 591411, 495971, 4443407, 7775146, 972574, 464900, 146913, 1503544, 2789775, 174827, 138129, 233588, 166886, 3648765, 109263, 192677, 182103, 165723, 430643, 9879473, 1507205, 2371543, 137144, 352097, 101957, 1130966, 1092106, 168487, 355837, 281448, 1131937, 721646, 1499466, 4188345, 285814, 351267, 5180480, 387958, 229329, 853495, 295430, 121612, 1075016, 367951, 650114, 272172, 253115, 384602, 227401, 596628, 3881752, 2610328, 2634605, 829753, 3846378, 1218055, 114340, 121113, 2265084, 238459, 165224, 130063, 116769, 152653, 306652, 116973, 346681, 361734, 107441, 807226, 145931, 1343106, 243121, 218451, 445756, 361780, 173394, 141584, 208501, 931503, 245839, 210317, 1333338, 899748, 406511, 179139, 104389, 130689, 234971, 438911, 666246, 1721943, 8219586, 690148, 579519, 170973, 123136, 250197, 183004, 143087, 652940, 336386, 1381624, 394842, 1008012, 148083, 598975, 129409, 161637, 218881, 242722, 244039, 720685, 137696, 308944, 391325, 580160, 1226514, 125652, 344283, 258717, 531074, 807155, 480208, 450013, 228130, 870928, 407788, 118285, 379245, 889425, 1041836, 107765, 174127, 344819, 100805, 235486, 159063, 1275373, 1170641, 2598579, 574719, 955614, 648380, 1604146, 260137, 162530, 254518, 104551, 242096, 3452530, 169661, 137377, 3156484, 484226, 556929, 559597, 305367, 128367, 103909, 275843, 123309, 263907, 634159, 101762, 267378, 142693, 205830, 129268, 167406, 284795, 1259723, 181961, 205914, 341234, 212067, 155694, 285838, 344383, 104676, 381023, 524467, 5591653, 1432447, 1167143, 125578, 159398, 776730, 819694, 1243017, 174423, 130287, 1304467, 245104, 947515, 132792, 246705, 97890, 138739, 142308, 412744, 267229, 1490722, 183343, 112223, 201426, 885187, 113951, 658087, 144040, 1432809, 4218587, 288835, 348962, 154519, 155649, 206602, 219821, 144545, 349503, 4578890, 2233681, 385764, 151095, 488039, 6700847, 2246379, 262076, 166363, 112482, 8190074, 847144, 920571, 256916, 120035, 121533, 108336, 248417, 102215, 132282, 475020, 119368, 108130, 117850, 167974, 299046, 112565, 475944, 115176, 10981850, 121082, 288209, 165656, 137674, 541732, 528550, 142758, 2674051, 122010, 136540, 134412, 171017, 260527, 419375, 528917, 462614, 794058, 119685, 338742, 355613, 504765, 2440877, 139545, 2468915, 166312, 264755, 2354042, 186648, 189310, 267787, 498894, 191621, 251686, 252006, 483782, 234589, 113183, 951435, 257531, 198480, 375996, 152102, 479939, 104068, 3941129, 314774, 326042, 157997, 152395, 396090, 417197, 466495, 412888, 231446, 303394, 3909032, 211620, 552635, 217736, 1648515, 609186, 771001, 617732, 332623, 371318, 696665, 860078, 120494, 253207, 148715, 364013, 456474, 267395, 226295, 253155, 549900, 154108, 155998, 401648, 145646, 139432, 455496, 475369, 358633, 101738, 372553, 200450, 138872, 107778, 877576, 162933, 190086, 1312936, 137338, 199739, 12759815, 13479633, 436615, 465831, 1133539, 101163, 1048766, 120852, 2371338, 1690802, 3344300, 354454, 282727, 636995, 567632, 1461698, 199808, 201631, 222664, 166251, 172281, 567984, 820577, 2903386, 140658, 585564, 392819, 185382, 148405, 137167, 267636, 157264, 157322, 326689, 138050, 105766, 127810, 351607, 104583, 764967, 140883, 697805, 182363, 192374, 526595, 161423, 207440, 244797, 190274, 1986068, 910051, 114479, 127831, 291941, 187200, 246538, 177542, 200214, 291901, 207294, 162831, 1375988, 364452, 288606, 151374, 188740, 1574546, 141515, 254861, 171771, 337532, 584070, 878065, 201718, 1264084, 251618, 174215, 122512, 112384, 193364, 1260903, 432160, 539931, 127229, 256219, 568391, 111634, 171220, 499483, 126338, 201537, 7615646, 176487, 264282, 2721923, 100179, 318867, 172373, 273244, 758590, 5534114, 839206, 221691, 320334, 687136, 134203, 105954, 452589, 660613, 103199, 129542, 301895, 1351833, 275048, 153176, 162564, 111809, 271908, 332083, 121321, 316378, 834117, 245455, 376223, 398307]"
Size,float64,"(1.0, 994.0)",1.0,994.0,37.28451287359296,14.0,16.0,"[201.0, 118.0, 695.0, 84.0, 97.0, 556.0, 526.0, 334.0, 93.0, 100.0, 93.0, 94.0, 93.0, 232.0, 99.0, 624.0, 95.0, 292.0, 100.0, 97.0, 98.0, 97.0, 85.0, 99.0, 98.0, 96.0, 99.0, 99.0, 87.0, 97.0, 97.0, 100.0, 85.0, 87.0, 95.0, 98.0, 85.0, 100.0, 86.0, 87.0, 87.0, 91.0, 95.0, 93.0, 99.0, 91.0, 85.0, 98.0, 99.0, 96.0, 96.0, 84.0, 91.0, 92.0, 93.0, 91.0, 97.0, 93.0, 99.0, 97.0, 98.0, 87.0, 99.0, 94.0, 96.0, 97.0, 99.0, 99.0, 88.0, 95.0, 99.0, 100.0, 97.0, 96.0, 96.0, 99.0, 85.0, 94.0, 91.0, 91.0, 99.0, 94.0, 93.0, 99.0, 91.0, 97.0, 95.0, 95.0, 91.0, 84.0, 92.0, 94.0, 97.0, 92.0, 94.0, 97.0, 92.0, 91.0, 704.0, 862.0, 899.0, 378.0, 266.0, 375.0, 95.0, 100.0, 97.0, 86.0, 975.0, 980.0, 85.0, 89.0, 98.0, 88.0, 84.0, 95.0, 86.0, 696.0, 544.0, 525.0, 920.0, 779.0, 853.0, 720.0, 713.0, 95.0, 98.0, 89.0, 96.0, 97.0, 85.0, 99.0, 92.0, 94.0, 91.0, 96.0, 100.0, 94.0, 98.0, 97.0, 772.0, 89.0, 89.0, 318.0, 241.0, 196.0, 94.0, 857.0, 87.0, 96.0, 953.0, 97.0, 98.0, 87.0, 865.0, 84.0, 251.0, 91.0, 930.0, 540.0, 313.0, 746.0, 95.0, 96.0, 203.0, 93.0, 93.0, 314.0, 96.0, 196.0, 100.0, 95.0, 118.0, 99.0, 99.0, 96.0, 84.0, 99.0, 99.0, 88.0, 87.0, 98.0, 91.0, 96.0, 96.0, 99.0, 88.0, 91.0, 99.0, 239.0, 371.0, 92.0, 220.0, 730.0, 756.0, 91.0, 293.0, 317.0, 924.0, 266.0, 818.0, 318.0, 86.0, 99.0, 939.0, 169.0, 91.0, 89.0, 266.0, 85.0, 965.0, 99.0, 99.0, 99.0, 100.0, 90.0, 88.0, 545.0, 283.0, 655.0, 96.0, 714.0, 100.0, 91.0, 99.0, 90.0, 85.0, 93.0, 90.0, 872.0, 121.0, 95.0, 93.0, 92.0, 99.0, 91.0, 85.0, 91.0, 322.0, 976.0, 97.0, 100.0, 100.0, 206.0, 954.0, 444.0, 87.0, 717.0, 210.0, 609.0, 308.0, 89.0, 306.0, 86.0, 201.0, 92.0, 175.0, 350.0, 383.0, 454.0, 99.0, 93.0, 812.0, 442.0, 842.0, 417.0, 412.0, 459.0, 478.0, 335.0, 782.0, 721.0, 430.0, 429.0, 192.0, 417.0, 460.0, 728.0, 496.0, 816.0, 414.0, 334.0, 506.0, 95.0, 96.0, 704.0, 335.0, 887.0, 613.0, 89.0, 92.0, 778.0, 85.0, 94.0, 683.0, 592.0, 186.0, 840.0, 647.0, 93.0, 373.0, 437.0, 598.0, 716.0, 585.0, 982.0, 219.0, 323.0, 89.0, 88.0, 691.0, 511.0, 951.0, 963.0, 554.0, 351.0, 98.0, 208.0, 375.0, 323.0, 551.0, 103.0, 100.0, 91.0, 96.0, 92.0, 99.0, 116.0, 153.0, 209.0, 97.0, 499.0, 173.0, 597.0, 809.0, 122.0, 411.0, 94.0, 88.0, 98.0, 87.0, 85.0, 85.0, 400.0, 801.0, 787.0, 88.0, 88.0, 643.0, 986.0, 88.0, 88.0, 516.0, 837.0, 780.0, 96.0, 498.0, 600.0, 94.0, 592.0, 656.0, 221.0, 228.0, 95.0, 91.0, 88.0, 92.0, 91.0, 91.0, 96.0, 176.0, 100.0, 85.0, 94.0, 99.0, 87.0, 90.0, 91.0, 87.0, 97.0, 259.0, 164.0, 458.0, 629.0, 288.0, 775.0, 86.0, 201.0, 785.0, 96.0, 96.0, 95.0, 636.0, 916.0, 84.0, 100.0, 94.0, 95.0, 994.0, 309.0, 485.0, 96.0, 914.0, 903.0, 608.0, 500.0, 562.0, 847.0, 96.0, 98.0, 99.0, 92.0, 100.0, 948.0, 811.0, 270.0, 523.0, 99.0, 99.0, 99.0, 94.0, 784.0, 99.0, 280.0, 99.0, 88.0, 90.0, 92.0, 98.0, 892.0, 154.0, 92.0, 85.0, 84.0, 860.0, 364.0, 387.0, 375.0, 626.0, 161.0, 93.0, 93.0, 879.0, 88.0, 96.0, 95.0, 95.0, 170.0, 141.0, 160.0, 86.0, 144.0, 141.0, 143.0, 190.0, 93.0, 376.0, 99.0, 228.0, 193.0, 192.0, 473.0, 246.0, 96.0, 89.0, 97.0, 94.0, 94.0, 253.0, 957.0, 420.0, 404.0, 99.0, 86.0, 470.0, 226.0, 240.0, 89.0, 234.0, 257.0, 364.0, 861.0, 467.0, 676.0, 552.0, 84.0, 582.0, 619.0]"
